date,rank,model_id,source,confidence,url
2026-07-03,1,deepseek/deepseek-v4-flash,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-03,2,xiaomi/mimo-v2.5,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-03,3,minimax/minimax-m3,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-03,4,z-ai/glm-5.2,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-03,5,nvidia/nemotron-3-ultra-550b-a55b:free,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-04,1,deepseek/deepseek-v4-flash,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-04,2,xiaomi/mimo-v2.5,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-04,3,minimax/minimax-m3,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-04,4,z-ai/glm-5.2,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-04,5,nvidia/nemotron-3-ultra-550b-a55b:free,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-05,1,deepseek/deepseek-v4-flash,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-05,2,xiaomi/mimo-v2.5,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-05,3,minimax/minimax-m3,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-05,4,z-ai/glm-5.2,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-05,5,nvidia/nemotron-3-ultra-550b-a55b:free,HappyRock OpenRouter week-2 recap (2026-07-14): DeepSeek V4 Flash ended a 7-week #1 streak on Jul 6.,nearest,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-06,1,tencent/hy3:free,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-06,2,xiaomi/mimo-v2.5,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-06,3,deepseek/deepseek-v4-flash,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-06,4,minimax/minimax-m3,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-06,5,z-ai/glm-5.2,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-07,1,tencent/hy3:free,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-07,2,xiaomi/mimo-v2.5,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-07,3,deepseek/deepseek-v4-flash,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-07,4,minimax/minimax-m3,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-07,5,z-ai/glm-5.2,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-08,1,tencent/hy3:free,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-08,2,xiaomi/mimo-v2.5,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-08,3,deepseek/deepseek-v4-flash,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-08,4,minimax/minimax-m3,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-08,5,z-ai/glm-5.2,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-09,1,tencent/hy3:free,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-09,2,xiaomi/mimo-v2.5,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-09,3,deepseek/deepseek-v4-flash,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-09,4,minimax/minimax-m3,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-09,5,z-ai/glm-5.2,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-10,1,tencent/hy3:free,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-10,2,xiaomi/mimo-v2.5,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-10,3,deepseek/deepseek-v4-flash,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-10,4,minimax/minimax-m3,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-10,5,z-ai/glm-5.2,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-11,1,tencent/hy3:free,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-11,2,xiaomi/mimo-v2.5,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-11,3,deepseek/deepseek-v4-flash,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-11,4,minimax/minimax-m3,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-11,5,z-ai/glm-5.2,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-12,1,tencent/hy3:free,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-12,2,xiaomi/mimo-v2.5,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-12,3,deepseek/deepseek-v4-flash,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-12,4,minimax/minimax-m3,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-12,5,z-ai/glm-5.2,"HappyRock week-of-Jul-6 ranking table (Hy3 free 6.13T, MiMo-V2.5 5.95T, V4 Flash 5.22T).",exact_day,https://happyrock.cloud/blog/2026-07-14_openrouter_week2_chinese_models_top6_hy3_token_economy_en/
2026-07-13,1,tencent/hy3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-13,2,xiaomi/mimo-v2.5,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-13,3,deepseek/deepseek-v4-flash,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-13,4,minimax/minimax-m3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-13,5,z-ai/glm-5.2,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-14,1,tencent/hy3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-14,2,xiaomi/mimo-v2.5,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-14,3,deepseek/deepseek-v4-flash,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-14,4,minimax/minimax-m3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-14,5,z-ai/glm-5.2,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-15,1,tencent/hy3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-15,2,xiaomi/mimo-v2.5,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-15,3,deepseek/deepseek-v4-flash,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-15,4,minimax/minimax-m3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-15,5,z-ai/glm-5.2,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-16,1,tencent/hy3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-16,2,xiaomi/mimo-v2.5,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-16,3,deepseek/deepseek-v4-flash,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-16,4,minimax/minimax-m3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-16,5,z-ai/glm-5.2,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-17,1,tencent/hy3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-17,2,xiaomi/mimo-v2.5,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-17,3,deepseek/deepseek-v4-flash,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-17,4,minimax/minimax-m3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-17,5,z-ai/glm-5.2,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-18,1,tencent/hy3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-18,2,xiaomi/mimo-v2.5,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-18,3,deepseek/deepseek-v4-flash,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-18,4,minimax/minimax-m3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-18,5,z-ai/glm-5.2,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-19,1,tencent/hy3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-19,2,xiaomi/mimo-v2.5,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-19,3,deepseek/deepseek-v4-flash,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-19,4,minimax/minimax-m3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-19,5,z-ai/glm-5.2,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-20,1,tencent/hy3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-20,2,xiaomi/mimo-v2.5,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-20,3,deepseek/deepseek-v4-flash,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-20,4,minimax/minimax-m3,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-20,5,z-ai/glm-5.2,Carry-forward of Jul 6–12 table; Hy3:free last_seen 2026-07-20. Jul 22 week snapshot still has Hy3 (paid) #1.,nearest,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-21,1,tencent/hy3,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-21,2,xiaomi/mimo-v2.5,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-21,3,deepseek/deepseek-v4-flash,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-21,4,z-ai/glm-5.2,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-21,5,minimax/minimax-m3,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-22,1,tencent/hy3,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-22,2,xiaomi/mimo-v2.5,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-22,3,deepseek/deepseek-v4-flash,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-22,4,z-ai/glm-5.2,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-22,5,minimax/minimax-m3,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
