date,model_id,input_per_mtok_usd,output_per_mtok_usd,source,confidence
2026-07-11,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-11,tencent/hy3,0.14,0.58,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-11,xiaomi/mimo-v2.5,0.105,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-12,deepseek/deepseek-v4-flash,0.077,0.154,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-12,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-12,tencent/hy3,0.14,0.58,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-12,xiaomi/mimo-v2.5,0.105,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-13,deepseek/deepseek-v4-flash,0.09,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-13,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-13,tencent/hy3,0.14,0.58,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-13,xiaomi/mimo-v2.5,0.105,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-14,deepseek/deepseek-v4-flash,0.09,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-14,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-14,tencent/hy3,0.14,0.58,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-14,xiaomi/mimo-v2.5,0.105,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-15,deepseek/deepseek-v4-flash,0.098,0.196,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-15,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-15,tencent/hy3,0.2,0.8,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-15,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-16,deepseek/deepseek-v4-flash,0.098,0.196,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-16,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-16,tencent/hy3,0.2,0.8,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-16,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-17,deepseek/deepseek-v4-flash,0.098,0.196,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-17,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-17,tencent/hy3,0.2,0.8,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-17,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-18,deepseek/deepseek-v4-flash,0.098,0.196,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-18,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-18,tencent/hy3,0.2,0.8,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-18,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-19,deepseek/deepseek-v4-flash,0.098,0.196,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-19,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-19,tencent/hy3,0.2,0.8,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-19,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-20,deepseek/deepseek-v4-flash,0.098,0.196,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-20,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-20,tencent/hy3,0.2,0.8,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-20,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-21,deepseek/deepseek-v4-flash,0.0938,0.1876,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-21,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-21,tencent/hy3,0.14,0.58,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-21,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-22,deepseek/deepseek-v4-flash,0.098,0.196,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-22,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-22,tencent/hy3,0.14,0.58,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-22,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-23,deepseek/deepseek-v4-flash,0.098,0.196,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-23,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-23,tencent/hy3,0.14,0.58,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-23,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-24,deepseek/deepseek-v4-flash,0.098,0.196,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-24,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-24,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-24,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-25,deepseek/deepseek-v4-flash,0.0938,0.1876,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-25,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-25,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-25,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-26,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-26,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-26,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-26,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-27,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-27,openai/gpt-5.6-luna,1.0,6.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-27,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-27,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-28,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-28,openai/gpt-5.6-luna,0.5,3.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-28,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-28,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-29,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-29,openai/gpt-5.6-luna,0.5,3.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-29,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-29,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-30,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-30,openai/gpt-5.6-luna,0.5,3.0,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-30,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-30,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-31,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-31,deepseek/deepseek-v4-flash-0731,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-31,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-07-31,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-07-31,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-01,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-01,deepseek/deepseek-v4-flash-0731,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-01,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-01,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-01,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-02,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-02,deepseek/deepseek-v4-flash-0731,0.09,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-02,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-02,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-02,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-03,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-03,deepseek/deepseek-v4-flash-0731,0.09,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-03,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-03,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-03,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-04,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-04,deepseek/deepseek-v4-flash-0731,0.09,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-04,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-04,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-04,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-05,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-05,deepseek/deepseek-v4-flash-0731,0.09,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-05,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-05,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-05,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-06,deepseek/deepseek-v4-flash,0.0882,0.1764,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-06,deepseek/deepseek-v4-flash-0731,0.09,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-06,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-06,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-06,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-07,deepseek/deepseek-v4-flash,0.0882,0.1764,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-07,deepseek/deepseek-v4-flash-0731,0.09,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-07,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-07,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-07,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-08,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-08,deepseek/deepseek-v4-flash-0731,0.09,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-08,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-08,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-08,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-09,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-09,deepseek/deepseek-v4-flash-0731,0.09,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-09,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-09,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-09,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-10,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-10,deepseek/deepseek-v4-flash-0731,0.08,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-10,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-10,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-10,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-11,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-11,deepseek/deepseek-v4-flash-0731,0.08,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-11,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-11,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-11,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
